PaperId,Rank,Doi,DocType,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,CitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,DocSubTypes,CreatedDate,IsBiobank,Lead,Country,Region,Lead_h_index,LeadCitationCount,Hindex
2789976031,19785,10.1093/IJE/DYY017,Journal,Cohort Profile: The China Hainan Centenarian Cohort Study (CHCCS).,,2018,6/1/18,2/28/18,Oxford Academic,13389975.0,,,47.0,3.0,,,34,36,36,International Journal of Epidemiology,,,,3/29/18,1.0,2784082605.0,CHN,East Asia & Pacific,2.0,1.0,
1678940860,20353,10.1186/1471-2458-4-35,Journal,The National Women's Health Study: assembly and description of a population-based reproductive cohort,,2004,8/7/04,8/7/04,BioMed Central,200437886.0,,,4.0,1.0,35,35,27,35,56,BMC Public Health,,,,6/24/16,1.0,2113334865.0,GBR,Europe & Central Asia,2.0,7.0,17.0
2166845217,20075,10.1093/IJE/DYT098,Journal,Cohort Profile: The Motorik-Modul Longitudinal Study: physical fitness and physical activity as determinants of health development in German children and adolescents,,2014,10/1/14,7/11/13,Oxford University Press,13389975.0,,,43.0,5.0,1410,1416,36,35,35,International Journal of Epidemiology,,,,6/24/16,1.0,2133714516.0,DEU,Europe & Central Asia,23.0,550.0,12.0
2101643900,20364,10.1093/IJE/DYM136,Journal,Cohort Profile: The Western Australian Family Connections Genealogical Project,,2008,2/1/08,7/4/07,Oxford University Press,13389975.0,,,37.0,1.0,30,35,23,35,55,International Journal of Epidemiology,,,,6/24/16,1.0,2819617019.0,AUS,East Asia & Pacific,2.0,0.0,8.0
2139872510,19984,10.1093/IJE/DYP165,Journal,Cohort profile: mamanengane or the Africa centre vertical transmission study.,,2010,4/1/10,3/31/09,Oxford University Press,13389975.0,,,39.0,2.0,351,360,31,35,55,International Journal of Epidemiology,,,,6/24/16,1.0,2136356386.0,GBR,Europe & Central Asia,64.0,17928.0,14.0
2911001738,19397,10.2147/CLEP.S191914,Journal,Cohort profile: ESPRESSO (Epidemiology Strengthened by histoPathology Reports in Sweden),,2019,1/14/19,1/14/19,DOVE Medical Press Ltd.,2736481244.0,,,11.0,,101,114,112,35,53,Clinical Epidemiology,,,,1/25/19,1.0,2910361104.0,SWE,Europe & Central Asia,0.0,0.0,
2970933709,19014,10.1093/IJE/DYZ169,Journal,"Cohort Profile: Tohoku Medical Megabank Project Birth and Three-Generation Cohort Study (TMM BirThree Cohort Study): rationale, progress and perspective.",,2020,2/1/20,8/25/19,Int J Epidemiol,13389975.0,,,49.0,1.0,,,58,35,35,International Journal of Epidemiology,,,,9/5/19,1.0,2188577089.0,JPN,East Asia & Pacific,164.0,97072.0,
2908760437,19454,10.1093/IJE/DYY277,Journal,Cohort profile: the Shanghai Birth Cohort,,2019,2/1/19,1/9/19,Int J Epidemiol,13389975.0,,,48.0,1.0,21,,18,35,50,International Journal of Epidemiology,,,,1/25/19,1.0,3096551139.0,,,0.0,0.0,
1665395590,19672,10.1111/BJU.12675,Journal,"One‐stop clinic for ketamine‐associated uropathy: report on service delivery model, patients' characteristics and non‐invasive investigations at baseline by a cross‐sectional study in a prospective cohort of 318 teenagers and young adults",,2014,11/1/14,10/22/14,"John Wiley & Sons, Ltd (10.1111)",191188855.0,,,114.0,5.0,754,760,22,34,54,BJUI,,,,6/24/16,1.0,2599568429.0,HKG,,56.0,6603.0,9.0
2119696859,20033,10.1093/IJE/DYV101,Journal,Cohort profile: The Rugao Longevity and Ageing Study (RuLAS),,2015,6/10/15,6/10/15,Oxford University Press,13389975.0,,,45.0,4.0,1064,1073,26,34,50,International Journal of Epidemiology,,,,6/24/16,1.0,2308248268.0,CHN,East Asia & Pacific,20.0,498.0,9.0
2151490197,19835,10.1093/IJE/DYN275,Journal,Cohort profile: The Hertfordshire Ageing Study (HAS),,2010,2/1/10,1/8/09,Oxford University Press,13389975.0,,,39.0,1.0,36,43,26,34,53,International Journal of Epidemiology,,,,6/24/16,1.0,2059476554.0,GBR,Europe & Central Asia,39.0,1256.0,18.0
2150606108,19955,10.1093/IJE/DYU122,Journal,"Cohort Profile: Footprints in Time, the Australian Longitudinal Study of Indigenous Children",,2015,6/1/15,7/9/14,Oxford University Press,13389975.0,,,44.0,3.0,789,800,30,34,34,International Journal of Epidemiology,,,,6/24/16,1.0,1981932790.0,AUS,East Asia & Pacific,24.0,727.0,9.0
2469798898,19880,10.1093/IJE/DYW091,Journal,Cohort Profile: The European Longitudinal Study of Pregnancy and Childhood (ELSPAC) in the Czech Republic,,2016,7/5/16,7/5/16,Oxford University Press,13389975.0,,,46.0,5.0,,,32,34,34,International Journal of Epidemiology,,,,7/22/16,1.0,2051694737.0,CZE,Europe & Central Asia,40.0,2459.0,6.0
2096550759,20077,10.1186/1756-0500-5-400,Journal,The Saskatchewan rural health study: an application of a population health framework to understand respiratory health outcomes,,2012,8/1/12,8/1/12,BioMed Central,100014455.0,,,5.0,1.0,400,400,50,33,33,BMC Research Notes,,,,6/24/16,1.0,2129580339.0,CAN,North America,43.0,4600.0,8.0
2106363115,20223,10.1093/IJE/DYS028,Journal,Cohort Profile: The Amsterdam Growth and Health Longitudinal Study,,2013,4/1/13,3/20/12,Oxford University Press,13389975.0,,,42.0,2.0,422,429,45,33,52,International Journal of Epidemiology,,,,6/24/16,1.0,2178412103.0,NLD,Europe & Central Asia,88.0,11930.0,10.0
2200733622,19218,10.1093/IJE/DYV310,Journal,Cohort Profile: The Helsinki Businessmen Study (HBS),,2016,8/1/16,12/24/15,Oxford University Press,13389975.0,,,45.0,4.0,1074,,47,33,51,International Journal of Epidemiology,2200733622.0,18915.0,,6/24/16,1.0,1862129700.0,FIN,Europe & Central Asia,59.0,17198.0,7.0
2114474830,20417,10.1093/IJE/DYS177,Journal,Cohort Profile: The Quebec Longitudinal Study of Kindergarten Children (QLSKC),,2014,2/1/14,11/18/12,Oxford University Press,13389975.0,,,43.0,1.0,23,33,39,33,33,International Journal of Epidemiology,,,,6/24/16,1.0,2428614436.0,FRA,Europe & Central Asia,108.0,18073.0,11.0
2158380595,19916,10.1093/IJE/DYT040,Journal,Cohort profile: Understanding socioeconomic inequalities in health and health behaviours : The GLOBE study,,2014,6/1/14,5/25/13,Oxford University Press,13389975.0,,,43.0,3.0,721,730,60,33,33,International Journal of Epidemiology,,,,6/24/16,1.0,603908696.0,NLD,Europe & Central Asia,100.0,17814.0,12.0
2255712021,19917,10.1093/IJE/DYV088,Journal,Cohort Profile: The Inflammatory Bowel Disease South Limburg Cohort (IBDSL),,2017,4/1/17,6/4/15,Oxford University Press,13389975.0,,,46.0,2.0,,,76,33,33,International Journal of Epidemiology,,,,6/24/16,1.0,2078807918.0,NLD,Europe & Central Asia,20.0,2015.0,
2582393137,19903,10.1136/BMJOPEN-2016-012240,Journal,Cohort profile: prevalence of valvular heart disease in community patients with suspected heart failure in UK.,,2017,1/1/17,1/27/17,BMJ Open,79054089.0,,,7.0,1.0,,,15,32,32,BMJ Open,,,,2/3/17,1.0,2108696067.0,GBR,Europe & Central Asia,6.0,336.0,
2103775513,19816,10.1093/IJE/DYR234,Journal,Cohort Profile: The European Male Ageing Study,,2013,4/1/13,2/7/12,Oxford University Press,13389975.0,,,42.0,2.0,391,401,52,32,32,International Journal of Epidemiology,,,,6/24/16,1.0,2148711556.0,GBR,Europe & Central Asia,58.0,6157.0,17.0
2749791749,19395,10.1093/IJE/DYX119,Journal,Cohort Profile: The Lymphoma Specialized Program of Research Excellence (SPORE) Molecular Epidemiology Resource (MER) Cohort Study.,,2017,12/1/17,8/18/17,Oxford University Press,13389975.0,,,46.0,6.0,1753,,55,32,32,International Journal of Epidemiology,,,,8/31/17,1.0,715404581.0,USA,North America,107.0,27337.0,
2152828875,20070,10.1093/IJE/DYT057,Journal,Cohort Profile: The Japan Diabetes Complications Study: a long-term follow-up of a randomised lifestyle intervention study of type 2 diabetes,,2014,8/1/14,5/18/13,Oxford University Press,13389975.0,,,43.0,4.0,1054,1062,25,32,32,International Journal of Epidemiology,,,,6/24/16,1.0,2145413565.0,JPN,East Asia & Pacific,56.0,5878.0,9.0
2108807914,20962,10.1093/IJE/DYM094,Journal,"Cohort profile: The DASH (Determinants of Adolescent Social well-being and Health) Study, an ethnically diverse cohort",,2007,6/1/07,7/30/07,Oxford University Press,13389975.0,,,36.0,3.0,512,517,22,32,32,International Journal of Epidemiology,,,,6/24/16,1.0,232356811.0,GBR,Europe & Central Asia,0.0,0.0,12.0
2609984469,19812,10.1007/S10549-017-4242-4,Journal,"The Utrecht cohort for Multiple BREast cancer intervention studies and Long-term evaLuAtion (UMBRELLA): objectives, design, and baseline results.",,2017,4/25/17,4/25/17,Springer New York,142211178.0,,,164.0,2.0,445,450,21,31,31,Breast Cancer Research and Treatment,,,,5/5/17,1.0,2614134829.0,NLD,Europe & Central Asia,30.0,1041.0,
2166037511,19379,10.1093/IJE/DYL042,Journal,Cohort Profile: The Mexico City Prospective Study,,2006,4/1/06,3/23/06,Oxford University Press,13389975.0,,,35.0,2.0,243,249,4,31,31,International Journal of Epidemiology,,,,6/24/16,1.0,2310088659.0,,,130.0,34200.0,7.0
1766043413,21071,,Journal,The Childhood Determinants of Adult Health Study: A Profile of a Cohort Study to Examine the Childhood Influences on Adult Cardiovascular Health,,2009,4/1/09,,Australasian Epidemiological Association,2764891818.0,,,16.0,1.0,35,39,0,30,30,Australasian epidemiologist,,,,6/24/16,1.0,2342867831.0,AUS,East Asia & Pacific,26.0,729.0,2.0
1991356696,21365,10.1097/00001648-199603000-00011,Journal,The indoor air and children's health study: methods and incidence rates.,,1996,3/1/96,,Lippincott Williams and Wilkins,15470582.0,,,7.0,2.0,166,174,19,30,30,Epidemiology,,,,6/24/16,1.0,2024443674.0,USA,North America,4.0,27.0,18.0
2277726354,20637,10.7205/MILMED.171.3.253,Journal,The Neurocognition Deployment Health Study: a prospective cohort study of Army Soldiers.,,2006,3/1/06,,Association of Military Surgeons of the U.S.,207859457.0,,,171.0,3.0,253,260,0,30,30,Military Medicine,,,,6/24/16,1.0,2121337920.0,USA,North America,32.0,985.0,11.0
2118481075,20261,10.1590/S0004-282X2011000500002,Journal,"The Pietà study: epidemiological investigation on successful brain aging in Caeté (MG), Brazil. Methods and baseline cohort characteristics.",,2011,8/1/11,,Arq Neuropsiquiatr,166523383.0,,,69.0,4.0,579,584,32,30,61,Arquivos De Neuro-psiquiatria,,,,6/24/16,1.0,2150564764.0,BRA,Latin America & Caribbean,46.0,1489.0,8.0
2257374492,18709,10.1093/IJE/DYV123,Journal,Cohort Profile: The Mexican Teachers' Cohort (MTC).,,2015,9/3/15,9/3/15,Oxford University Press,13389975.0,,,46.0,2.0,,,25,30,30,International Journal of Epidemiology,,,,6/24/16,1.0,1282251835.0,ISL,Europe & Central Asia,16.0,637.0,6.0
2139055572,19467,10.1093/IJE/DYU121,Journal,Cohort Profile: The Yorkshire Health Study,,2016,6/1/16,7/9/14,Oxford University Press,13389975.0,,,45.0,3.0,707,712,13,30,30,International Journal of Epidemiology,,,,6/24/16,1.0,2120424838.0,GBR,Europe & Central Asia,11.0,172.0,11.0
2154184301,20071,10.1093/IJE/DYU196,Journal,Cohort Profile: The Australian Longitudinal Study of Ageing (ALSA),,2016,8/1/16,12/1/14,Oxford University Press,13389975.0,,,45.0,4.0,1054,1063,47,30,30,International Journal of Epidemiology,,,,6/24/16,1.0,2893616208.0,AUS,East Asia & Pacific,28.0,1048.0,7.0
2118481075,20261,10.1590/S0004-282X2011000500002,Journal,"The Pietà study: epidemiological investigation on successful brain aging in Caeté (MG), Brazil. Methods and baseline cohort characteristics.",,2011,8/1/11,,Arq Neuropsiquiatr,166523383.0,,,69.0,4.0,579,584,32,30,61,Arquivos De Neuro-psiquiatria,,,,6/24/16,1.0,2150564764.0,BRA,Latin America & Caribbean,46.0,1489.0,8.0
1964890689,21172,10.1097/00004032-200011000-00012,Journal,The NIOSH/FAA Working Women’s Health Study: Evaluation of the Cosmic-Radiation Exposures of Flight Attendants,,2000,11/1/00,,Health Phys,100299040.0,,,79.0,5.0,553,559,8,29,29,Health Physics,,,,6/24/16,1.0,1593120432.0,USA,North America,6.0,78.0,8.0
2116115303,20014,10.1093/IJE/DYM216,Journal,Cohort Profile: The Paediatric Antiretroviral Treatment Programmes in Lower-Income Countries (KIDS-ART-LINC) Collaboration,,2008,6/1/08,11/12/07,Oxford University Press,13389975.0,,,37.0,3.0,474,480,13,29,29,International Journal of Epidemiology,,,,6/24/16,1.0,2051276333.0,FRA,Europe & Central Asia,65.0,4958.0,15.0
2290946435,18968,10.1093/IJE/DYV089,Journal,Cohort Profile: The Swedish Women’s Lifestyle and Health cohort,,2017,4/1/17,6/10/15,Oxford University Press,13389975.0,,,46.0,2.0,,,50,29,29,International Journal of Epidemiology,,,,6/24/16,1.0,2025574871.0,FRA,Europe & Central Asia,97.0,17999.0,
2790143670,19793,10.1093/IJE/DYY014,Journal,Cohort Profile: The Singapore Multi-Ethnic Cohort (MEC) study,,2018,6/1/18,2/13/18,Int J Epidemiol,13389975.0,,,47.0,3.0,699,,55,29,29,International Journal of Epidemiology,,,,3/29/18,1.0,2095681583.0,SGP,East Asia & Pacific,97.0,16492.0,
2267944621,19576,10.1093/IJE/DYV122,Journal,Cohort Profile: The International Nuclear Workers Study (INWORKS).,,2016,6/1/16,7/6/15,Oxford University Press,13389975.0,,,45.0,3.0,693,699,12,29,29,International Journal of Epidemiology,,,,6/24/16,1.0,1964322633.0,FRA,Europe & Central Asia,19.0,1359.0,9.0
2161815325,19749,10.1186/2193-1801-2-300,Journal,Cohort profile: mental health following extreme trauma in a northern Ugandan cohort of War-Affected Youth Study (The WAYS Study).,,2013,7/3/13,7/3/13,Springer International Publishing,2531072874.0,,,2.0,1.0,300,300,37,29,29,SpringerPlus,,,,6/24/16,1.0,2024636929.0,GBR,Europe & Central Asia,42.0,2517.0,10.0
2166679489,19907,10.1093/IJE/DYV051,Journal,Cohort Profile: The Australian Parental Supply of Alcohol Longitudinal Study (APSALS),,2017,4/1/17,5/6/15,Oxford University Press,13389975.0,,,46.0,2.0,1,11,63,29,29,International Journal of Epidemiology,,,,6/24/16,1.0,,,,,,
2044234647,20608,10.1186/1471-2474-10-165,Journal,Design and baseline characteristics of a prospective cohort study for determinants of osteoporotic fracture in community-dwelling elderly Japanese men: the Fujiwara-kyo Osteoporosis Risk in Men (FORMEN) Study,,2009,12/24/09,12/24/09,BioMed Central,35439863.0,,,10.0,1.0,165,165,21,28,28,BMC Musculoskeletal Disorders,,,,6/24/16,1.0,289304201.0,JPN,East Asia & Pacific,20.0,588.0,4.0
2752050463,19457,10.1093/IJE/DYX140,Journal,Cohort Profile: Genetics of Diabetes Audit and Research in Tayside Scotland (GoDARTS),,2018,4/1/18,10/19/17,Oxford University Press,13389975.0,,,47.0,2.0,380,,93,28,28,International Journal of Epidemiology,,,,9/15/17,1.0,2560004773.0,,,95.0,10530.0,
2268419704,20039,10.1093/IJE/DYV103,Journal,"Cohort profile: Te Puawaitanga o Nga Tapuwae Kia Ora Tonu, life and living in advanced age: a cohort study in New Zealand (LiLACS NZ)",,2015,12/1/15,6/16/15,Oxford University Press,13389975.0,,,44.0,6.0,1823,1832,23,28,28,International Journal of Epidemiology,,,,6/24/16,1.0,2413961348.0,NZL,East Asia & Pacific,81.0,10274.0,9.0
2269288832,19673,10.1093/IJE/DYV318,Journal,Cohort Profile: the Cambridge Baby Growth Study (CBGS),,2016,2/1/16,12/31/15,Oxford University Press,13389975.0,,,45.0,1.0,35,,24,28,28,International Journal of Epidemiology,,,,6/24/16,1.0,235520059.0,GBR,Europe & Central Asia,100.0,33117.0,8.0
2131832511,20570,10.1093/IJE/DYN159,Journal,Cohort Profile: The 1969–73 Vellore birth cohort study in South India,,2009,6/1/09,8/6/08,Oxford University Press,13389975.0,,,38.0,3.0,663,669,24,28,28,International Journal of Epidemiology,,,,6/24/16,1.0,2145440461.0,GBR,Europe & Central Asia,50.0,11949.0,6.0
2914747908,19922,10.1136/BMJOPEN-2018-025200,Journal,"Cohort profile: the SHoT-study, a national health and well-being survey of Norwegian university students.",,2019,1/1/19,1/21/19,British Medical Journal Publishing Group,79054089.0,,,9.0,1.0,25200,,33,28,28,BMJ Open,,,,2/21/19,1.0,2902612947.0,NOR,Europe & Central Asia,0.0,0.0,
2147785240,19815,10.3109/14659891.2012.675400,Journal,"Methamphetamine use in Melbourne, Australia: baseline characteristics of a prospective methamphetamine-using cohort and correlates of methamphetamine dependence",,2013,8/19/13,4/19/12,Taylor & Francis,198818534.0,,,18.0,5.0,349,362,39,27,27,Journal of Substance Use,,,,6/24/16,1.0,2043236667.0,,,35.0,1203.0,10.0
2805392520,19093,10.1093/IJE/DYY065,Journal,Cohort Profile: the Million Women Study.,,2019,2/1/19,6/4/18,Oxford Academic,13389975.0,,,48.0,1.0,,,19,27,27,International Journal of Epidemiology,,,,6/13/18,1.0,1241704216.0,GBR,Europe & Central Asia,105.0,35842.0,
2136879014,20680,10.1093/IJE/DYP341,Journal,Cohort Profile: The Mauritius Child Health Project,,2010,12/1/10,12/7/09,Oxford University Press,13389975.0,,,39.0,6.0,1441,1451,53,27,27,International Journal of Epidemiology,,,,6/24/16,1.0,2097433198.0,,,2.0,109.0,9.0
2116220909,19723,10.1093/IJE/DYU257,Journal,Cohort Profile: FAMILY Cohort,,2017,4/1/17,1/23/15,Oxford University Press,13389975.0,,,46.0,2.0,,,52,27,27,International Journal of Epidemiology,,,,6/24/16,1.0,,,,,,
2417853881,19504,10.1093/IJE/DYW028,Journal,Cohort Profile: The Tasmanian Longitudinal Health STUDY (TAHS),,2016,6/6/16,6/6/16,Oxford University Press,13389975.0,,,46.0,2.0,407,,22,27,27,International Journal of Epidemiology,,,,6/24/16,1.0,2017217136.0,,,59.0,3683.0,8.0
2139348749,19847,10.1093/IJE/DYU177,Journal,Cohort Profile: Cohort Hip and Cohort Knee (CHECK) study,,2016,2/1/16,8/29/14,Oxford University Press,13389975.0,,,45.0,1.0,36,44,32,27,27,International Journal of Epidemiology,,,,6/24/16,1.0,2952020618.0,NLD,Europe & Central Asia,13.0,278.0,8.0
2744113450,19802,10.1093/IJE/DYX133,Journal,Cohort Profile: The Australian Longitudinal Study on Women's Health (ALSWH) 1989-95 cohort.,,2018,4/1/18,8/7/17,Oxford University Press (OUP),13389975.0,,,47.0,2.0,,,22,27,27,International Journal of Epidemiology,,,,8/17/17,1.0,2235598693.0,AUS,East Asia & Pacific,59.0,4076.0,
2056627403,20016,10.3109/21678421.2013.864312,Journal,"ALS Multicenter Cohort Study of Oxidative Stress (ALS COSMOS): Study methodology, recruitment, and baseline demographic and disease characteristics",,2014,5/27/14,6/19/15,Informa Healthcare,9189501.0,,,15.0,,192,203,80,26,26,Amyotrophic Lateral Sclerosis,,,,6/24/16,1.0,2691624361.0,,,0.0,0.0,13.0
2171856186,20546,10.1136/BMJOPEN-2011-000362,Journal,"Cohort profile: Ho Chi Minh City Youth Cohort—changes in diet, physical activity, sedentary behaviour and relationship with overweight/obesity in adolescents",,2012,1/1/12,2/15/12,BMJ Group,79054089.0,,,2.0,1.0,,,34,26,26,BMJ Open,,,,6/24/16,1.0,1275629754.0,AUS,East Asia & Pacific,40.0,1715.0,7.0
2141164440,19481,10.1093/IJE/DYV036,Journal,Cohort Profile: The Interdisciplinary Study of Inequalities in Smoking (ISIS),,2017,4/1/17,5/6/15,Oxford University Press,13389975.0,,,46.0,2.0,1,14,49,26,26,International Journal of Epidemiology,,,,6/24/16,1.0,2071772195.0,CAN,North America,46.0,6294.0,
2126275436,20130,10.1093/IJE/DYU179,Journal,Cohort Profile: The Social Environment and Biomarkers of Aging Study (SEBAS) in Taiwan,,2016,2/1/16,9/8/14,Oxford University Press,13389975.0,,,45.0,1.0,54,63,33,26,26,International Journal of Epidemiology,,,,6/24/16,1.0,2135438328.0,USA,North America,31.0,2132.0,9.0
2074319186,19965,10.1093/IJE/DYV016,Journal,Cohort Profile: The Mexican American Mano a Mano Cohort,,2017,4/1/17,3/8/15,Oxford University Press,13389975.0,,,46.0,2.0,,,27,26,26,International Journal of Epidemiology,,,,6/24/16,1.0,2971299768.0,USA,North America,31.0,3329.0,
1766904294,19785,10.1093/IJE/DYV173,Journal,Cohort Profile: The UK Women’s Cohort Study (UKWCS),,2017,4/1/17,10/1/15,Oxford University Press,13389975.0,,,46.0,2.0,,,42,26,26,International Journal of Epidemiology,,,,6/24/16,1.0,2152967301.0,GBR,Europe & Central Asia,59.0,5843.0,
2117972868,19949,10.1093/IJE/DYN239,Journal,"Cohort Profile: NICHD International Site Development Initiative (NISDI): a prospective, observational study of HIV-exposed and HIV-infected children at clinical sites in Latin American and Caribbean countries",,2009,10/1/09,11/26/08,Oxford University Press,13389975.0,,,38.0,5.0,1207,1214,9,26,26,International Journal of Epidemiology,,,,6/24/16,1.0,1744804193.0,USA,North America,15.0,251.0,8.0
2736188008,22407,,,The Agincourt Demographic and Health Study: Phase 1.,,1992,1/1/92,,Johannesburg South Africa University of the Witwatersrand Department of Community Health Health Systems Development Unit 1992.,,,,,,,,0,25,25,,,,,7/21/17,1.0,3068109599.0,,,0.0,0.0,15.0
2899052070,19614,10.1093/IJE/DYY231,Journal,Cohort Profile: the EPI-CT study: a European pooled epidemiological study to quantify the risk of radiation-induced cancer from paediatric CT.,,2019,4/1/19,11/2/18,Newcastle University,13389975.0,,,48.0,2.0,379,,21,25,25,International Journal of Epidemiology,,,,11/9/18,1.0,1964322633.0,,,19.0,1359.0,
2740481656,19532,10.1093/IJE/DYX132,Journal,Cohort Profile: The Oxford Biobank.,,2018,2/1/18,7/31/17,Oxford Academic,13389975.0,,,47.0,1.0,21,,48,25,25,International Journal of Epidemiology,,,,8/8/17,1.0,2098329640.0,GBR,Europe & Central Asia,27.0,1011.0,
2760734925,19594,10.1136/BMJOPEN-2017-016606,Journal,Cohort profile: The Swedish National Register of Urinary Bladder Cancer (SNRUBC) and the Bladder Cancer Data Base Sweden (BladderBaSe),,2017,9/1/17,9/27/17,British Medical Journal Publishing Group,79054089.0,,,7.0,9.0,,,20,25,25,BMJ Open,,,,10/6/17,1.0,2105808300.0,GBR,Europe & Central Asia,89.0,23849.0,
2911794780,19691,10.1093/IJE/DYY296,Journal,Cohort Profile: Ravansar Non-Communicable Disease cohort study: the first cohort study in a Kurdish population.,,2019,6/1/19,2/6/19,Oxford Academic,13389975.0,,,48.0,3.0,,,4,25,25,International Journal of Epidemiology,,,,2/21/19,1.0,1977890217.0,,,67.0,17061.0,
2588434735,19915,10.1093/IJE/DYW282,Journal,Cohort Profile: The Taiwan MJ Cohort: half a million Chinese with repeated health surveillance data.,,2017,12/1/17,2/15/17,Oxford University Press,13389975.0,,,46.0,6.0,1744,,29,25,25,International Journal of Epidemiology,,,,2/24/17,1.0,2893247296.0,TWN,,42.0,2843.0,
1994076006,21539,10.1111/J.1530-0277.1999.TB04103.X,Journal,"The Oklahoma Postmenopausal Women's Health Study: recruitment and characteristics of American Indian, Asian, Black, Hispanic, and Caucasian women.",,1999,2/1/99,5/30/06,Wiley,115510430.0,,,23.0,2.0,220,223,12,24,24,Alcoholism: Clinical and Experimental Research,,,,6/24/16,1.0,2513957383.0,USA,North America,0.0,0.0,13.0
2049966634,20467,10.1159/000322942,Journal,"The Danish Alzheimer Intervention Study: Rationale, Study Design and Baseline Characteristics of the Cohort",,2011,1/1/11,12/22/10,Karger Publishers,21771311.0,,,36.0,1.0,52,61,46,24,24,Neuroepidemiology,,,,6/24/16,1.0,2163090293.0,DNK,Europe & Central Asia,5.0,10.0,10.0
2796143133,19348,10.1093/IJE/DYY044,Journal,Cohort Profile: The Haematological Malignancy Research Network (HMRN): a UK population-based patient cohort.,,2018,6/1/18,4/2/18,Oxford University Press (OUP),13389975.0,,,47.0,3.0,,,46,24,24,International Journal of Epidemiology,,,,4/13/18,1.0,2461321731.0,GBR,Europe & Central Asia,60.0,7686.0,
2584203780,19251,10.1136/BMJOPEN-2016-013351,Journal,Cohort profile: the Scottish Research register SHARE. A register of people interested in research participation linked to NHS data sets.,,2017,2/1/17,2/1/17,BMJ Publishing Group,79054089.0,,,7.0,2.0,1,8,12,24,24,BMJ Open,,,,2/10/17,1.0,2560004773.0,GBR,Europe & Central Asia,95.0,10530.0,
2625083349,19856,10.1093/IJE/DYX079,Journal,Cohort Profile: The Early Language in Victoria Study (ELVS).,,2018,2/1/18,6/14/17,Oxford University Press,13389975.0,,,47.0,1.0,11,20,45,24,24,International Journal of Epidemiology,,,,6/23/17,1.0,1931081646.0,NZL,East Asia & Pacific,73.0,10468.0,
2770157401,19399,10.1136/BMJOPEN-2017-017006,Journal,Cohort profile: the TrueNTH Global Registry - an international registry to monitor and improve localised prostate cancer health outcomes.,,2017,11/1/17,11/28/17,British Medical Journal Publishing Group,79054089.0,,,7.0,11.0,,,19,24,24,BMJ Open,,,,12/4/17,1.0,2005140825.0,USA,North America,79.0,19907.0,
2767791831,20402,10.1093/IJE/DYX033,Journal,Corrigendum Cohort Profile: The ENVIRonmental influence ON early AGEing (ENVIRONAGE): a birth cohort study.,,2017,10/1/17,3/22/17,Int J Epidemiol,13389975.0,,,46.0,5.0,,,0,24,24,International Journal of Epidemiology,,,,11/17/17,1.0,2425342798.0,,,64.0,6207.0,
2799817268,19378,10.1093/IJE/DYY074,Journal,Cohort Profile: The International Mobility In Aging Study (IMIAS).,,2018,10/1/18,5/9/18,Oxford University Press,13389975.0,,,47.0,5.0,1393,,44,24,24,International Journal of Epidemiology,,,,5/17/18,1.0,643789051.0,USA,North America,153.0,68299.0,
2942479242,19297,10.1093/IJE/DYZ077,Journal,Cohort Profile: The Ageing Trajectories of Health - Longitudinal Opportunities and Synergies (ATHLOS) project,,2019,8/1/19,4/24/19,Int J Epidemiol,13389975.0,,,48.0,4.0,1052,,26,24,24,International Journal of Epidemiology,,,,5/3/19,1.0,2121282056.0,ESP,Europe & Central Asia,97.0,14574.0,
2750237107,20106,10.1093/IJE/DYX124,Journal,Cohort Profile: The Atlantic Partnership for Tomorrow's Health (Atlantic PATH) Study.,,2017,12/1/17,8/23/17,Int J Epidemiol,13389975.0,,,46.0,6.0,1762,,12,24,24,International Journal of Epidemiology,,,,8/31/17,1.0,2642771479.0,CAN,North America,21.0,884.0,
2794035854,19365,10.1093/IJE/DYY006,Journal,Cohort Profile: The Colon Cancer Family Registry Cohort (CCFRC).,,2018,4/1/18,2/27/18,Oxford Academic,13389975.0,,,47.0,2.0,387,,55,24,24,International Journal of Epidemiology,,,,3/29/18,1.0,3187309287.0,USA,North America,2.0,7.0,
2122354449,19838,10.1093/IJE/DYU046,Journal,Cohort Profile: HAART Observational Medical Evaluation and Research (HOMER) Cohort,,2015,2/1/15,3/17/14,Oxford University Press,13389975.0,,,44.0,1.0,58,67,43,24,24,International Journal of Epidemiology,,,,6/24/16,1.0,2092951768.0,CAN,North America,87.0,13876.0,8.0
2466430584,19549,10.1016/J.HJC.2016.06.003,Journal,"Epidemiological characteristics, management and early outcomes of acute coronary syndromes in Greece: The PHAETHON study.",,2016,5/1/16,6/25/16,Elsevier,108791851.0,,,57.0,3.0,157,166,26,24,24,Hellenic Journal of Cardiology,,,,7/22/16,1.0,2605799073.0,GRC,Europe & Central Asia,1.0,5.0,6.0
2553943906,19902,10.1186/S40695-016-0019-X,Journal,The Seattle Midlife Women’s Health Study: a longitudinal prospective study of women during the menopausal transition and early postmenopause,,2016,11/9/16,11/9/16,BioMed Central,2739029564.0,,,2.0,1.0,6,,49,23,23,Women's Midlife Health,,,,11/30/16,1.0,2155007268.0,USA,North America,26.0,1564.0,4.0
