PaperId,Rank,Doi,DocType,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,CitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,DocSubTypes,CreatedDate,IsBiobank,Country,Region,Hindex,PI,CitationPI,CitationPI2
2010928181,19076,10.1016/S1081-1206(10)61398-1,Journal,"The Copenhagen Prospective Study on Asthma in Childhood (COPSAC): design, rationale, and baseline data from a longitudinal birth cohort study.",,2004,10/1/04,2/20/10,Elsevier,153558830.0,,,93.0,4.0,381,389,69,154,233,Annals of Allergy Asthma & Immunology,,,,6/24/16,1.0,DNK,Europe & Central Asia,7.0,1930822771.0,0.0,0
2168009606,19252,10.1093/IJE/DYM292,Journal,Cohort Profile: The Doetinchem Cohort Study,,2008,12/1/08,1/31/08,Oxford University Press,13389975.0,,,37.0,6.0,1236,1241,20,153,229,International Journal of Epidemiology,,,,6/24/16,1.0,NLD,Europe & Central Asia,22.0,2789791827.0,0.0,0
2125371786,19374,10.1093/IJE/DYL131,Journal,"Cohort Profile: The Guangzhou Biobank Cohort Study, a Guangzhou–Hong Kong–Birmingham collaboration",,2006,8/1/06,7/14/06,Oxford University Press,13389975.0,,,35.0,4.0,844,852,38,151,211,International Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,11.0,2160978293.0,223858.0,9991
104029306,18767,10.1016/J.JBSPIN.2007.06.001,Journal,The ESPOIR cohort: a ten-year follow-up of early arthritis in France: methodology and baseline characteristics of the 813 included patients.,,2007,10/1/07,7/26/07,Elsevier Masson,8204489.0,,,74.0,5.0,440,445,35,148,201,Joint Bone Spine,,,,6/24/16,1.0,FRA,Europe & Central Asia,9.0,1971632346.0,0.0,0
2120961780,18663,10.1093/IJE/DYT018,Journal,Cohort Profile: The Berlin Aging Study II (BASE-II),,2014,6/1/14,3/14/13,Oxford University Press,13389975.0,,,43.0,3.0,703,712,18,147,187,International Journal of Epidemiology,,,,6/24/16,1.0,DEU,Europe & Central Asia,20.0,2133956318.0,172566.0,6413
2022542927,19357,10.1007/BF01299670,Journal,"The Swiss HIV Cohort Study: Rationale, organization and selected baseline characteristics",,1994,1/1/94,,Soz Praventivmed,92085786.0,,,39.0,6.0,387,394,5,144,216,Sozial-und Praventivmedizin,,,,6/24/16,1.0,CHE,Europe & Central Asia,5.0,2432340702.0,0.0,0
2146149242,18988,10.1093/IJE/DYN071,Journal,Cohort Profile: The Concord Health and Ageing in Men Project (CHAMP),,2009,4/1/09,5/14/08,Oxford University Press,13389975.0,,,38.0,2.0,374,378,26,141,209,International Journal of Epidemiology,,,,6/24/16,1.0,AUS,East Asia & Pacific,15.0,2134914791.0,1166646.0,31019
2107425070,18691,10.1093/IJE/DYV151,Journal,Cohort Profile: The EDEN mother-child cohort on the prenatal and early postnatal determinants of child health and development,,2016,4/1/16,8/17/15,Oxford University Press,13389975.0,,,45.0,2.0,353,363,49,140,171,International Journal of Epidemiology,,,,6/24/16,1.0,FRA,Europe & Central Asia,20.0,2327855560.0,431419.0,12054
2014096189,18421,10.1016/J.MAYOCP.2013.06.006,,The Mayo Clinic Biobank: A Building Block for Individualized Medicine,,2013,9/1/13,8/31/13,Elsevier Science,,,,88.0,9.0,952,962,30,138,163,Mayo Clinic Proceedings,,,,6/24/16,1.0,USA,North America,13.0,2143677708.0,620716.0,18047
2019081608,20168,10.2105/AJPH.78.11.1472,Journal,The San Francisco Men's Health Study: continued decline in HIV seroconversion rates among homosexual/bisexual men.,,1988,11/1/88,,American Public Health Association,168049282.0,,,78.0,11.0,1472,1474,4,136,217,American Journal of Public Health,,,,6/24/16,1.0,USA,North America,11.0,2115238472.0,0.0,0
2125344087,18958,10.1093/IJE/DYL286,Journal,Cohort Profile: The North American AIDS Cohort Collaboration on Research and Design (NA-ACCORD),,2007,4/1/07,1/8/07,Oxford University Press,13389975.0,,,36.0,2.0,294,301,10,136,205,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,7.0,2300963440.0,1809486.0,46856
2170510737,17934,10.1093/CID/CIS815,Journal,Baseline Characteristics and Mortality Among People in Care for Chronic Viral Hepatitis: The Chronic Hepatitis Cohort Study,,2013,1/1/13,9/18/12,Oxford University Press,72350973.0,,,56.0,1.0,40,50,11,135,176,Clinical Infectious Diseases,,,,6/24/16,1.0,,,27.0,2085298201.0,0.0,0
2284521682,18772,10.1136/BMJOPEN-2014-006772,Journal,"Cohort profile: LifeLines DEEP, a prospective, general population cohort study in the northern Netherlands: Study design and baseline characteristics",,2015,8/1/15,1/11/18,BMJ PUBLISHING GROUP,79054089.0,,,5.0,8.0,,,45,134,157,BMJ Open,2284521682.0,18635.0,,6/24/16,1.0,NLD,Europe & Central Asia,20.0,2120581019.0,161019.0,5580
2154856686,18806,10.1093/IJE/DYS053,Journal,Cohort Profile: The Dongfeng-Tongji cohort study of retired workers,,2013,6/1/13,4/24/12,Oxford University Press,13389975.0,,,42.0,3.0,731,740,26,134,170,International Journal of Epidemiology,,,,6/24/16,1.0,CHN,East Asia & Pacific,16.0,2102967090.0,205842.0,12092
2128229768,18703,10.1093/IJE/DYP402,Journal,Cohort Profile: Hlabisa HIV Treatment and Care Programme,,2011,4/1/11,2/12/10,Oxford University Press,13389975.0,,,40.0,2.0,318,326,24,131,178,International Journal of Epidemiology,,,,6/24/16,1.0,ZAF,Sub-Saharan Africa,25.0,2947159568.0,53950.0,2312
1947569095,19347,10.1186/1742-5573-3-4,Journal,The North West Adelaide Health Study: detailed methods and baseline segmentation of a cohort for selected chronic diseases,,2006,4/12/06,4/12/06,BioMed Central,204975207.0,,,3.0,1.0,4,4,23,130,165,Epidemiologic Perspectives & Innovations,,,,6/24/16,1.0,AUS,East Asia & Pacific,9.0,2109777568.0,36373.0,1604
2156125548,18857,10.1093/IJE/DYQ130,Journal,Cohort Profile: The 2004 Pelotas (Brazil) Birth Cohort Study,,2011,12/1/11,8/11/10,Oxford University Press,13389975.0,,,40.0,6.0,1461,1468,24,129,177,International Journal of Epidemiology,,,,6/24/16,1.0,BRA,Latin America & Caribbean,16.0,2134064319.0,0.0,0
2113532105,19042,10.1375/TWIN.13.3.231,Journal,The Netherlands Twin Register biobank: a resource for genetic epidemiological studies.,,2010,6/1/10,2/21/12,Cambridge University Press,197285354.0,,,13.0,3.0,231,245,32,128,177,Twin Research and Human Genetics,,,,6/24/16,1.0,NLD,Europe & Central Asia,12.0,2014374015.0,2158182.0,55235
2148245581,19265,10.1093/IJE/DYN180,Journal,Cohort Profile: The Swiss Inflammatory Bowel Disease Cohort Study (SIBDCS),,2009,8/1/09,9/9/08,Oxford University Press,13389975.0,,,38.0,4.0,922,931,55,125,143,International Journal of Epidemiology,,,,6/24/16,1.0,CHE,Europe & Central Asia,11.0,393419904.0,55493.0,2793
1997451183,19857,10.1159/000071189,Journal,A Canadian cohort study of cognitive impairment and related dementias (ACCORD): study methods and baseline results.,,2003,8/8/03,8/8/03,Neuroepidemiology,21771311.0,,,22.0,5.0,265,274,47,124,166,Neuroepidemiology,,,,6/24/16,1.0,CAN,North America,7.0,2010428529.0,2183945.0,51160
2017368288,18721,10.1093/IJE/DYU263,Journal,Cohort Profile: The Mexican Health and Aging Study (MHAS),,2017,4/1/17,1/27/15,Oxford University Press,13389975.0,,,46.0,2.0,,,29,122,183,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,10.0,2809898858.0,54095.0,2738
2105139000,18870,10.1093/IJE/DYN042,Journal,Cohort Profile: The Swiss National Cohort—a longitudinal study of 6.8 million people,,2009,4/1/09,3/7/08,Oxford University Press,13389975.0,,,38.0,2.0,379,384,29,119,180,International Journal of Epidemiology,,,,6/24/16,1.0,CHE,Europe & Central Asia,13.0,2132296772.0,9269047.0,189302
2103894429,19030,10.1093/IJE/DYS039,Journal,Cohort Profile: The Helsinki Health Study,,2013,6/1/13,3/31/12,Oxford University Press,13389975.0,,,42.0,3.0,722,730,28,119,149,International Journal of Epidemiology,,,,6/24/16,1.0,FIN,Europe & Central Asia,15.0,1480969328.0,470194.0,14255
2087575310,19125,10.1093/IJE/DYS194,Journal,Cohort Profile: Wisconsin longitudinal study (WLS),,2014,2/1/14,2/28/14,Oxford University Press,13389975.0,,,43.0,1.0,34,41,32,118,170,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,10.0,1938030804.0,0.0,0
2569117527,18930,10.1093/IJE/DYW308,Journal,Cohort Profile: The Western Australian Pregnancy Cohort (Raine) Study-Generation 2.,,2017,10/1/17,1/7/17,Oxford University Press,13389975.0,,,46.0,5.0,1384,1385,44,113,167,International Journal of Epidemiology,,,,1/13/17,1.0,AUS,East Asia & Pacific,8.0,1973174878.0,0.0,0
2149183769,19083,10.1093/IJE/DYS126,Journal,Cohort Profile: The Stockholm Public Health Cohort,,2013,10/1/13,10/5/12,Oxford University Press,13389975.0,,,42.0,5.0,1263,1272,42,112,135,International Journal of Epidemiology,,,,6/24/16,1.0,SWE,Europe & Central Asia,12.0,2027481032.0,0.0,0
2097098035,19305,10.1093/IJE/DYM161,Journal,Cohort Profile: The Thai Cohort of 87 134 Open University students,,2008,4/1/08,10/2/07,Oxford University Press,13389975.0,,,37.0,2.0,266,272,8,110,124,International Journal of Epidemiology,,,,6/24/16,1.0,,,11.0,2343914476.0,182133.0,6911
2046962663,19707,10.1289/EHP.7375,Journal,The World Trade Center Residents’ Respiratory Health Study: New-Onset Respiratory Symptoms and Pulmonary Function,,2004,12/20/04,12/20/04,National Institute of Environmental Health Sciences,10446503.0,,,113.0,4.0,406,411,25,108,131,Environmental Health Perspectives,,,,6/24/16,1.0,USA,North America,5.0,1881784365.0,0.0,0
2769313846,18422,10.1093/IJE/DYX239,Journal,Cohort Profile: The National FINRISK Study.,,2018,6/1/18,11/20/17,Int J Epidemiol,13389975.0,,,47.0,3.0,696,,42,108,134,International Journal of Epidemiology,2769313846.0,18185.0,,12/4/17,1.0,USA,North America,14.0,2008087790.0,25435.0,1687
2126442920,19218,10.1093/IJE/DYS082,Journal,Cohort Profile: The Young Lives Study,,2013,6/1/13,5/21/12,Oxford University Press,13389975.0,,,42.0,3.0,701,708,49,107,176,International Journal of Epidemiology,,,,6/24/16,1.0,VNM,East Asia & Pacific,12.0,2330813307.0,7483.0,569
2166905531,19748,10.1186/1471-2458-5-37,Journal,"Epidemiology of leisure-time physical activity in socio-demographic, lifestyle and psychological characteristics of men and women in Greece: the ATTICA Study",,2005,4/18/05,4/18/05,BioMed Central,200437886.0,,,5.0,1.0,37,37,37,107,164,BMC Public Health,,,,6/24/16,1.0,GRC,Europe & Central Asia,8.0,134707954.0,934585.0,29033
1508629887,18732,10.1111/J.1399-3038.2011.01254.X,Journal,"The EuroPrevall birth cohort study on food allergy: baseline characteristics of 12,000 newborns and their families from nine European countries",,2012,5/1/12,12/23/11,Pediatr Allergy Immunol,191932905.0,,,23.0,3.0,230,239,29,106,144,Pediatric Allergy and Immunology,,,,6/24/16,1.0,DEU,Europe & Central Asia,16.0,1994635161.0,376109.0,16208
2167527362,18845,10.1016/S1474-4422(14)70321-7,Journal,Biological and clinical characteristics of the European Friedreich's Ataxia Consortium for Translational Studies (EFACTS) cohort: A cross-sectional analysis of baseline data,,2015,2/1/15,1/5/15,Elsevier,70053155.0,,,14.0,2.0,174,182,29,106,137,Lancet Neurology,,,,6/24/16,1.0,DEU,Europe & Central Asia,15.0,2563119658.0,182283.0,1333
2128934967,19104,10.1093/IJE/DYN192,Journal,Cohort Profile: The Danish HIV Cohort Study,,2009,10/1/09,9/17/08,Oxford University Press,13389975.0,,,38.0,5.0,1202,1206,25,105,158,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,18.0,1995185421.0,0.0,0
2132331831,19024,10.1093/IJE/DYR206,Journal,Cohort Profile: Growing Up in New Zealand,,2013,2/1/13,1/13/12,Oxford University Press,13389975.0,,,42.0,1.0,65,75,17,105,159,International Journal of Epidemiology,,,,6/24/16,1.0,NZL,East Asia & Pacific,11.0,3163172144.0,157.0,18
2145277190,18852,10.1111/1753-0407.12108,Journal,Cohort profile: risk evaluation of cancers in Chinese diabetic individuals: a longitudinal (REACTION) study.,,2014,3/1/14,1/9/14,Wiley-Blackwell,181994529.0,,,6.0,2.0,147,157,25,105,157,Journal of Diabetes,,,,6/24/16,1.0,CHN,East Asia & Pacific,15.0,2069840029.0,498204.0,19947
2151677795,18884,10.1093/IJE/DYS231,Journal,Cohort profile: The Prevention and Incidence of Asthma and Mite Allergy (PIAMA) birth cohort,,2014,4/1/14,1/11/13,Oxford University Press,13389975.0,,,43.0,2.0,527,535,17,104,151,International Journal of Epidemiology,,,,6/24/16,1.0,NLD,Europe & Central Asia,17.0,2437574034.0,274641.0,11183
2129295404,19529,10.1093/IJE/DYN262,Journal,Cohort Profile: The North West Adelaide Health Study (NWAHS),,2009,12/1/09,12/11/08,Oxford University Press,13389975.0,,,38.0,6.0,1479,1486,7,103,133,International Journal of Epidemiology,,,,6/24/16,1.0,AUS,East Asia & Pacific,4.0,2109777568.0,0.0,0
2131002918,19266,10.1093/IJE/DYM073,Journal,"Cohort Profile: Caribbean, Central and South America Network for HIV research (CCASAnet) collaboration within the International Epidemiologic Databases to Evaluate AIDS (IeDEA) programme",,2007,10/1/07,9/10/07,Oxford University Press,13389975.0,,,36.0,5.0,969,976,23,100,149,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,5.0,2525643420.0,0.0,0
2151763684,19033,10.1093/IJE/DYN040,Journal,Cohort Profile: The Diabetes Study of Northern California (DISTANCE)—objectives and design of a survey follow-up study of social health disparities in a managed care population,,2009,2/1/09,3/7/08,Oxford University Press,13389975.0,,,38.0,1.0,38,47,73,99,125,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,12.0,2302963867.0,0.0,0
2121138811,19337,10.1093/IJE/DYP343,Journal,Cohort Profile: The Hunter Community Study,,2010,12/1/10,1/7/10,Oxford University Press,13389975.0,,,39.0,6.0,1452,1463,36,96,133,International Journal of Epidemiology,,,,6/24/16,1.0,AUS,East Asia & Pacific,9.0,1992455382.0,0.0,0
2111983005,19663,10.1093/IJE/DYL199,Journal,Cohort Profile: The Medical Research Council Cognitive Function and Ageing Study (CFAS),,2006,10/1/06,9/15/06,Oxford University Press,13389975.0,,,35.0,5.0,1140,1145,45,94,141,International Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,1.0,2222824492.0,0.0,0
2165470944,19516,10.1093/IJE/DYQ243,Journal,Cohort Profile: ‘Children of 1997’: a Hong Kong Chinese birth cohort,,2012,6/1/12,1/11/11,Oxford University Press,13389975.0,,,41.0,3.0,611,620,105,94,117,International Journal of Epidemiology,,,,6/24/16,1.0,,,12.0,2169411822.0,1421334.0,38248
2110812018,18962,10.1093/IJE/DYU123,Journal,Cohort Profile: The Applied Research Group for Kids (TARGet Kids!),,2015,6/1/15,6/30/14,Oxford University Press,13389975.0,,,44.0,3.0,776,788,29,94,121,International Journal of Epidemiology,,,,6/24/16,1.0,CAN,North America,11.0,1925172014.0,161950.0,6382
2155308699,19958,10.1016/J.PUHE.2003.10.007,Journal,Methods and demographic findings of the baseline survey of the NEDICES cohort: a door-to-door survey of neurological disorders in three communities from Central Spain.,,2004,9/1/04,3/25/04,Elsevier,11097115.0,,,118.0,6.0,426,433,30,93,121,Public Health,,,,6/24/16,1.0,,,4.0,3189493512.0,10426.0,320
2148718224,19135,10.1093/IJE/DYU184,Journal,Cohort Profile: The French E3N Cohort Study,,2015,6/1/15,9/10/14,Oxford University Press,13389975.0,,,44.0,3.0,801,809,34,93,136,International Journal of Epidemiology,,,,6/24/16,1.0,FRA,Europe & Central Asia,9.0,333958404.0,1789934.0,45688
2792170752,18694,10.1093/IJE/DYY021,Journal,Cohort Profile: The Women's Interagency HIV Study (WIHS).,,2018,4/1/18,2/23/18,Oxford University Press,13389975.0,,,47.0,2.0,393,,29,92,108,International Journal of Epidemiology,,,,3/29/18,1.0,USA,North America,9.0,3037589333.0,618.0,149
2148660565,19242,10.1093/IJE/DYR142,Journal,Cohort Profile: The Swiss Childhood Cancer Survivor Study,,2012,12/1/12,10/27/11,Oxford University Press,13389975.0,,,41.0,6.0,1553,1564,44,92,127,International Journal of Epidemiology,,,,6/24/16,1.0,CHE,Europe & Central Asia,14.0,2135697607.0,0.0,0
2115079411,18967,10.1093/IJE/DYS065,Journal,Cohort Profile: The Fremantle Diabetes Study,,2013,4/1/13,4/28/12,Oxford University Press,13389975.0,,,42.0,2.0,412,421,75,92,140,International Journal of Epidemiology,,,,6/24/16,1.0,AUS,East Asia & Pacific,14.0,2396739761.0,728036.0,20656
2139231951,19421,10.1093/IJE/DYQ071,Journal,Cohort Profile: The Hokkaido Study on Environment and Children’s Health in Japan,,2011,6/1/11,5/26/10,Oxford University Press,13389975.0,,,40.0,3.0,611,618,27,91,139,International Journal of Epidemiology,,,,6/24/16,1.0,JPN,East Asia & Pacific,10.0,2251529865.0,222480.0,8529
2067575184,21300,10.1097/00004703-198806000-00001,Journal,The Ontario Child Health Study: social adjustment and mental health of siblings of children with chronic health problems.,,1988,6/1/88,,J Dev Behav Pediatr,116305490.0,,,9.0,3.0,117,121,0,88,133,Journal of Developmental and Behavioral Pediatrics,,,,6/24/16,1.0,CAN,North America,0.0,2013935931.0,245019.0,4001
2108538059,19667,10.1186/1745-6215-12-62,Journal,The mesenchymal stem cells in multiple sclerosis (MSCIMS) trial protocol and baseline cohort characteristics: an open-label pre-test: post-test study with blinded outcome assessments,,2011,3/2/11,3/2/11,BioMed Central,109512841.0,,,12.0,1.0,62,62,32,87,134,Trials,,,,6/24/16,1.0,GBR,Europe & Central Asia,18.0,2777674646.0,20016.0,568
1989725665,19832,10.1159/000073894,Journal,Characteristics of the National Institute of Health Stroke Scale: Results from a Population-Based Stroke Cohort at Baseline and after One Year,,2004,1/1/04,12/22/03,Karger Publishers,43436036.0,,,17.0,1.0,21,27,32,87,130,Cerebrovascular Diseases,,,,6/24/16,1.0,SWE,Europe & Central Asia,8.0,2310469201.0,0.0,0
2789680615,18808,10.1289/EHP1923,Journal,The Sister Study Cohort: Baseline Methods and Participant Characteristics,,2017,12/20/17,12/20/17,Environmental Health Perspectives,10446503.0,,,125.0,12.0,127003,127003,25,87,98,Environmental Health Perspectives,,,,3/29/18,1.0,USA,North America,13.0,1989671370.0,0.0,0
2773554224,19077,10.1136/BMJOPEN-2017-017873,Journal,"Cohort profile: the Healthy Life in an Urban Setting (HELIUS) study in Amsterdam, The Netherlands",,2017,12/1/17,12/14/17,BMJ Open,79054089.0,,,7.0,12.0,,,43,86,110,BMJ Open,,,,12/22/17,1.0,NLD,Europe & Central Asia,10.0,2953874115.0,0.0,0
2303415821,19253,10.1093/IJE/DYW006,Journal,Cohort Profile: The Health Outcomes and Measures of the Environment (HOME) study.,,2016,3/22/16,3/22/16,Oxford University Press,13389975.0,,,46.0,1.0,24,24,31,85,125,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,21.0,2109010855.0,184007.0,6791
2132645278,19379,10.1093/IJE/DYP155,Journal,"Cohort Profile: The Scottish Health Surveys Cohort: linkage of study participants to routinely collected records for mortality, hospital discharge, cancer and offspring birth characteristics in three nationwide studies",,2010,4/1/10,4/6/09,Oxford University Press,13389975.0,,,39.0,2.0,345,350,12,85,129,International Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,6.0,2238843107.0,68232.0,1967
2924436737,19024,10.1093/IJE/DYZ039,Journal,Cohort Profile: The Henan Rural Cohort: a prospective study of chronic non-communicable diseases.,,2019,12/1/19,3/26/19,Int J Epidemiol,13389975.0,,,48.0,6.0,1756,,22,84,125,International Journal of Epidemiology,,,,4/1/19,1.0,CHN,East Asia & Pacific,,2111460150.0,0.0,0
2042206096,19192,10.1053/J.AJKD.2011.05.010,Journal,CKD in Hispanics: Baseline Characteristics From the CRIC (Chronic Renal Insufficiency Cohort) and Hispanic-CRIC Studies,,2011,8/1/11,6/27/11,Am J Kidney Dis,18197459.0,,,58.0,2.0,214,227,42,83,98,American Journal of Kidney Diseases,,,,6/24/16,1.0,,,13.0,2142699030.0,195519.0,6341
2150093242,18960,10.1093/IJE/DYQ251,Journal,Cohort Profile: The Consortium of Health-Orientated Research in Transitioning Societies,,2012,6/1/12,1/10/11,Oxford University Press,13389975.0,,,41.0,3.0,621,626,14,83,127,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,14.0,2103771668.0,387661.0,15919
2031386629,19597,10.1016/J.FERTNSTERT.2006.03.037,Journal,The Pregnancy in Polycystic Ovary Syndrome study: baseline characteristics of the randomized cohort including racial effects.,,2006,10/1/06,9/11/06,Elsevier Inc.,45445671.0,,,86.0,4.0,914,933,60,82,124,Fertility and Sterility,,,,6/24/16,1.0,USA,North America,10.0,2159863412.0,0.0,0
1974074630,19265,10.1007/S10157-010-0328-6,Journal,Chronic Kidney Disease Japan Cohort study: baseline characteristics and factors associated with causative diseases and renal function,,2010,8/11/10,8/11/10,Springer Japan,53361855.0,,,14.0,6.0,558,570,19,82,124,Clinical and Experimental Nephrology,,,,6/24/16,1.0,JPN,East Asia & Pacific,8.0,2108146217.0,188792.0,8797
2169004323,19103,10.1093/IJE/DYT009,Journal,"Cohort Profile: The Health2006 cohort, Research Centre for Prevention and Health",,2014,4/1/14,4/24/13,Oxford University Press,13389975.0,,,43.0,2.0,568,575,32,82,108,International Journal of Epidemiology,,,,6/24/16,1.0,DNK,Europe & Central Asia,17.0,2110957080.0,215247.0,9371
2105027524,19550,10.1093/IJE/DYR111,Journal,Cohort Profile: The Quebec Adipose and Lifestyle Investigation in Youth Cohort,,2012,12/1/12,7/23/11,Oxford University Press,13389975.0,,,41.0,6.0,1533,1544,42,82,107,International Journal of Epidemiology,,,,6/24/16,1.0,CAN,North America,16.0,2103476141.0,0.0,0
2170105848,19568,10.1093/IJE/DYL222,Journal,Cohort profile: The asia pacific cohort studies collaboration,,2006,12/1/06,10/22/06,Oxford University Press,13389975.0,,,35.0,6.0,1412,1416,8,80,122,International Journal of Epidemiology,,,,6/24/16,1.0,AUS,East Asia & Pacific,7.0,2135242463.0,0.0,0
2885028383,19095,10.1093/IJE/DYX173,Journal,Cohort Profile: The FinnBrain Birth Cohort Study (FinnBrain),,2018,2/1/18,9/14/17,Int J Epidemiol,13389975.0,,,47.0,1.0,15,,67,80,130,International Journal of Epidemiology,,,,8/22/18,1.0,FIN,Europe & Central Asia,11.0,2308568058.0,0.0,0
2149172845,19890,10.1093/IJE/DYI300,Journal,Cohort Profile: The Metropolit 1953 Danish Male Birth Cohort,,2006,6/1/06,12/23/05,Oxford University Press,13389975.0,,,35.0,3.0,541,545,8,80,93,International Journal of Epidemiology,,,,6/24/16,1.0,DNK,Europe & Central Asia,7.0,2143285020.0,564842.0,14751
2002699850,19778,10.1111/J.1751-7893.2007.00026.X,Journal,The First‐Episode Psychosis Outcome Study: premorbid and baseline characteristics of an epidemiological cohort of 661 first‐episode psychosis patients,,2007,5/1/07,8/15/07,Blackwell Publishing Asia,130551847.0,,,1.0,2.0,191,200,49,78,117,Early Intervention in Psychiatry,,,,6/24/16,1.0,DEU,Europe & Central Asia,7.0,717731430.0,193182.0,6794
2693129187,18955,10.1093/IJE/DYX085,Journal,Cohort Profile: The Melbourne Collaborative Cohort Study (Health 2020),,2017,12/1/17,6/21/17,Oxford University Press,13389975.0,,,46.0,6.0,,,84,78,84,International Journal of Epidemiology,,,,6/30/17,1.0,AUS,East Asia & Pacific,11.0,2101280371.0,0.0,0
2157616513,19421,10.1093/IJE/DYN072,Journal,"Cohort Profile: The STRIP Study (Special Turku Coronary Risk Factor Intervention Project), an Infancy-onset Dietary and Life-style Intervention Trial",,2009,6/1/09,4/22/08,Oxford University Press,13389975.0,,,38.0,3.0,650,655,24,78,116,International Journal of Epidemiology,,,,6/24/16,1.0,,,13.0,219376296.0,158871.0,4599
2133057488,19438,10.1111/J.1742-1241.2008.01917.X,Journal,"The IMPROVE™ study – a multinational, observational study in type 2 diabetes: baseline characteristics from eight national cohorts",,2008,11/1/08,9/22/08,Blackwell Publishing Ltd,22344484.0,,,62.0,11.0,1809,1819,25,76,117,International Journal of Clinical Practice,,,,6/24/16,1.0,CHN,East Asia & Pacific,12.0,2299289558.0,0.0,0
2135644001,19440,10.1093/IJE/DYS150,Journal,Cohort Profile: Steps to the Healthy Development and Well-being of Children (the STEPS Study),,2013,10/1/13,11/9/12,Oxford University Press,13389975.0,,,42.0,5.0,1273,1284,49,76,112,International Journal of Epidemiology,,,,6/24/16,1.0,FIN,Europe & Central Asia,9.0,2086524673.0,0.0,0
2149010647,19559,10.1093/IJE/DYN213,Journal,Cohort Profile: West of Scotland Twenty-07 Study: Health in the Community,,2009,10/1/09,10/17/08,Oxford University Press,13389975.0,,,38.0,5.0,1215,1223,56,76,117,International Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,14.0,1977977026.0,0.0,0
2137010096,19739,10.1111/J.1463-1326.2006.00677.X,Journal,"PREDICTIVE™– a global, prospective observational study to evaluate insulin detemir treatment in types 1 and 2 diabetes: baseline characteristics and predictors of hypoglycaemia from the European cohort",,2007,5/1/07,12/14/06,"John Wiley & Sons, Ltd",148394532.0,,,9.0,3.0,428,434,15,75,115,"Diabetes, Obesity and Metabolism",,,,6/24/16,1.0,GBR,Europe & Central Asia,15.0,2470166125.0,1130698.0,19163
2107376767,19207,10.1093/IJE/DYV013,Journal,Cohort Profile: The Shanghai Men’s Health Study,,2015,6/1/15,3/2/15,Oxford University Press,13389975.0,,,44.0,3.0,810,818,51,74,87,International Journal of Epidemiology,,,,6/24/16,1.0,CHN,East Asia & Pacific,14.0,2135100842.0,1815202.0,51857
2147333897,18910,10.1093/IJE/DYS107,Journal,Cohort profile: The QSkin Sun and Health Study,,2012,8/1/12,8/29/12,Oxford University Press,13389975.0,,,41.0,4.0,929,929,11,74,94,International Journal of Epidemiology,,,,6/24/16,1.0,AUS,East Asia & Pacific,5.0,2115498881.0,99373.0,4777
2293917369,18881,10.1016/J.RMED.2016.03.008,Journal,"The German COPD cohort COSYCONET: Aims, methods and descriptive analysis of the study population at baseline",,2016,5/1/16,3/11/16,Respir Med,71995303.0,,,114.0,,27,37,72,73,109,Respiratory Medicine,,,,6/24/16,1.0,DEU,Europe & Central Asia,14.0,2027447652.0,250602.0,6722
2149861270,19401,10.1023/B:MEBR.0000027424.86587.74,Journal,The South Africa Stress and Health Study: Rationale and Design,,2004,6/1/04,,Metab Brain Dis,31409034.0,,,19.0,1.0,135,147,53,72,113,Metabolic Brain Disease,,,,6/24/16,1.0,USA,North America,3.0,2435254300.0,3962928.0,99716
2165288064,19572,10.1093/IJE/DYL299,Journal,Cohort Profile: The International Childhood Cancer Cohort Consortium (I4C),,2007,8/1/07,1/25/07,Oxford University Press,13389975.0,,,36.0,4.0,724,730,50,72,107,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,7.0,2117966148.0,16275.0,473
2105495585,19041,10.1093/IJE/DYS004,Journal,Cohort Profile: The International Childhood Cardiovascular Cohort (i3C) Consortium,,2013,2/1/13,3/20/12,Oxford University Press,13389975.0,,,42.0,1.0,86,96,45,71,97,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,16.0,2035910493.0,36738.0,655
2140616325,19687,10.1093/IJE/DYM096,Journal,Cohort Profile: The Swiss Hepatitis C Cohort Study (SCCS),,2007,8/1/07,8/10/07,Oxford University Press,13389975.0,,,36.0,4.0,731,737,16,71,92,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,6.0,2431426570.0,743328.0,25771
